         311450535 function calls (311430752 primitive calls) in 153.302 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      228    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.003    0.003 financial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.015    0.015 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 SCOPData.py:9(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
      120    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.003    0.003 subprocess.py:10(<module>)
       48    0.000    0.000    0.000    0.000 re.py:268(escape)
        1    0.000    0.000    0.003    0.003 ElementTree.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.134    0.134 helpers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1057(__init_subclass__)
        1    0.000    0.000    0.003    0.003 Nexus.py:9(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       63    0.000    0.000    0.000    0.000 QualityIO.py:382(solexa_quality_from_phred)
        1    0.000    0.000    0.002    0.002 minidom.py:1(<module>)
       10    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       21    0.000    0.000    0.000    0.000 enum.py:58(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       15    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
        2    0.000    0.000    0.052    0.026 __init__.py:9(<module>)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
        1    0.000    0.000    0.000    0.000 AbiIO.py:8(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 gettext.py:538(find)
       38    0.000    0.000    0.001    0.000 typing.py:1432(_alias)
        9    0.000    0.000    0.000    0.000 argparse.py:1478(_get_optional_kwargs)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.050    0.050 Seq.py:11(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6660(__init__)
      135    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.004    0.004 hashlib.py:5(<module>)
      104    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       15    0.000    0.000    0.000    0.000 arrayprint.py:477(wrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 QualityIO.py:7(<module>)
       58    0.000    0.000    0.000    0.000 IUPACData.py:197(<listcomp>)
       26    0.000    0.000    0.000    0.000 CodonTable.py:482(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       61    0.000    0.000    0.000    0.000 argparse.py:1308(register)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
       16    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        4    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:841(source_to_code)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
       12    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(_legacy_get_spec)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        2    0.000    0.000    0.744    0.372 __init__.py:320(parse)
        1    0.000    0.000    0.007    0.007 py3k.py:1(<module>)
       21    0.000    0.000    0.000    0.000 enum.py:327(__getattr__)
        4    0.000    0.000    0.004    0.001 __init__.py:189(_set_per_column_annotations)
       11    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_pack_uint32)
       90    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.015    0.015 overrides.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        2    0.000    0.000    0.042    0.021 __init__.py:118(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.021    0.021 feedparser.py:5(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
        1    0.000    0.000    0.002    0.002 GckIO.py:8(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1809(_parse_known_args)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.002    0.002 base64.py:3(<module>)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        4    0.000    0.000    0.000    0.000 gettext.py:212(_expand_lang)
        2    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
        1    0.000    0.000    0.000    0.000 typing.py:1835(IO)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 argparse.py:1398(_add_action)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1489(_array_str_implementation)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       66    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.004    0.004 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        1    0.000    0.000    0.006    0.006 File.py:8(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1272(getLogger)
        1    0.000    0.000  153.303  153.303 clipkit-runner.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 QualityIO.py:748(<dictcomp>)
        1    0.000    0.000    0.001    0.001 argparse.py:4(<module>)
        1    0.000    0.000    0.003    0.003 SnapGeneIO.py:8(<module>)
        1    0.000    0.000    0.001    0.001 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.013    0.013 InsdcIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:45(DOMBuilder)
      134    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.005    0.005 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        4    0.000    0.000    0.000    0.000 typing.py:875(__class_getitem__)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
       66    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
       59    0.000    0.000    0.000    0.000 enum.py:192(<genexpr>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 modes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
       18    0.000    0.000    0.000    0.000 os.py:748(encode)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.004    0.004 files.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        3    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       11    0.000    0.000    0.000    0.000 <frozen zipimport>:109(find_loader)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
      103    0.000    0.000    0.000    0.000 typing.py:666(<genexpr>)
        4    0.000    0.000    0.000    0.000 argparse.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 SffIO.py:7(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       10    0.000    0.000    0.000    0.000 argparse.py:809(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.002    0.002 SeqXmlIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        4    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:1015(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
      123    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       96    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 XdnaIO.py:8(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.019    0.019 _policybase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
    26/21    0.000    0.000    0.744    0.035 {built-in method builtins.next}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 PdbIO.py:8(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:23(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.001    0.001 argparse.py:1638(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:792(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.022    0.022 parser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 SeqFeature.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 Interfaces.py:7(<module>)
        1    0.000    0.000    0.000    0.000 StockholmIO.py:9(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.001    0.001 IUPAC.py:8(<module>)
     10/9    0.000    0.000    0.000    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 MafIO.py:10(<module>)
        1    0.000    0.000    0.000    0.000 PhylipIO.py:8(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
    31/13    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 PirIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 FastaIO.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 SeqRecord.py:98(SeqRecord)
        1    0.000    0.000    0.001    0.001 MauveIO.py:7(<module>)
        1    0.000    0.000    0.004    0.004 NexusIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:436(_calc_mode)
        3    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 argparse.py:1774(parse_known_args)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 NibIO.py:8(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.004    0.004 UniprotIO.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        6    0.000    0.000    0.000    0.000 functools.py:524(decorating_function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 Scanner.py:6(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:67(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 Trees.py:8(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:1(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 pathlib.py:1016(Path)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 QualityIO.py:673(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        9    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       22    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
        1    0.000    0.000    0.001    0.001 AceIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.001    0.001 xmlreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Seq.py:77(Seq)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        1    0.000    0.000    0.000    0.000 Nexus.py:638(Nexus)
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 SwissIO.py:9(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        4    0.000    0.000    0.000    0.000 locale.py:384(normalize)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 PhdIO.py:8(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
       16    0.000    0.000    0.000    0.000 enum.py:352(__members__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 gettext.py:579(translation)
        1    0.000    0.000    0.000    0.000 client.py:767(HTTPConnection)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        2    0.000    0.000    0.000    0.000 argparse.py:1856(take_action)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        2    0.000    0.000    0.000    0.000 Seq.py:49(_maketrans)
        1    0.000    0.000    0.000    0.000 TabIO.py:7(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:2006(getLogger)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       72    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 args_processing.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Ace.py:5(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
       10    0.000    0.000    0.000    0.000 argparse.py:1589(_add_action)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       71    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
      3/2    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 EmbossIO.py:7(<module>)
        2    0.000    0.000    0.000    0.000 locale.py:350(_replace_encoding)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ClustalIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 request.py:1666(URLopener)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       24    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       29    0.000    0.000    0.000    0.000 enum.py:659(value)
       10    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 typing.py:1948(TextIO)
        1    0.000    0.000    0.000    0.000 MsfIO.py:8(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 saxutils.py:112(XMLGenerator)
       22    0.000    0.000    0.000    0.000 argparse.py:1312(_registry_get)
       12    0.000    0.000    0.000    0.000 abc.py:89(register)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
        6    0.000    0.000    0.000    0.000 argparse.py:851(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1121(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 clipkit.py:217(<listcomp>)
        1    0.000    0.000    0.000    0.000 FastaIO.py:7(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:2106(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1520(Document)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:822(__or__)
        2    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 argparse.py:1388(add_argument_group)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 IgIO.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 Seq.py:2011(MutableSeq)
        3    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:785(_missing_)
        4    0.000    0.000    0.000    0.000 SeqRecord.py:92(update)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.003    0.003 cElementTree.py:3(<module>)
        1    0.000    0.000    0.003    0.003 _dtype_ctypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        2    0.000    0.000    0.000    0.000 argparse.py:2358(_get_values)
        2    0.000    0.000    0.000    0.000 argparse.py:1954(consume_positionals)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 Seq.py:1416(UnknownSeq)
        3    0.000    0.000    0.000    0.000 IUPACData.py:145(_make_ranges)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
